"","PBA_cluster","MS_protein","Pearson_corr","p_value"
"113","c2","EIF5",0.885714285714286,0.0333333333333333
"114","c8","EIF5",0.885714285714286,0.0333333333333333
"115","c7","RBBP4",0.885714285714286,0.0333333333333333
"116","c2","APOH",0.885714285714286,0.0333333333333333
"117","c9","COL5A1",1,0.0166666666666667
"118","c7","PPIB",0.885714285714286,0.0333333333333333
"119","c7","ADGRF5",0.942857142857143,0.0166666666666667
"120","c13","ADGRF5",0.885714285714286,0.0333333333333333
"121","c4","AGT",0.885714285714286,0.0333333333333333
"122","c9","EEF1G",0.885714285714286,0.0333333333333333
"123","c1","HSPA8",0.942857142857143,0.0166666666666667
"124","c7","IGHV3OR15-7",1,0.00277777777777778
"125","c13","IGHV3OR15-7",0.942857142857143,0.0166666666666667
"126","c14","ALB",1,0.00277777777777778
"127","c10","VWF",0.942857142857143,0.0166666666666667
"128","c1","IGFALS",1,0.00277777777777778
"129","c13","CAPN1",0.885714285714286,0.0333333333333333
"130","c7","GP1BA",0.885714285714286,0.0333333333333333
"131","c13","GP1BA",0.942857142857143,0.0166666666666667
"132","c2","TIMP2",0.942857142857143,0.0166666666666667
"133","c14","CLEC11A",0.885714285714286,0.0333333333333333
"134","c9","LTF",0.885714285714286,0.0333333333333333
"135","c14","LRG1",0.942857142857143,0.0166666666666667
"136","c4","IGHV1OR15-1",0.885714285714286,0.0333333333333333
"137","c7","MCM6",0.942857142857143,0.0166666666666667
"138","c9","CSF1R",0.885714285714286,0.0333333333333333
"139","c1","B4GAT1",0.885714285714286,0.0333333333333333
"140","c13","SELL",0.885714285714286,0.0333333333333333
"141","c2","PTGDS",0.84066800169605,0.0360575728451593
"142","c5","FBXL18",0.942857142857143,0.0166666666666667
"143","c0","FBN1",0.942857142857143,0.0166666666666667
"144","c6","USP15",0.942857142857143,0.0166666666666667
"145","c12","H4-16",0.942857142857143,0.0166666666666667
"146","c7","CHL1",0.942857142857143,0.0166666666666667
"147","c12","MBL2",0.942857142857143,0.0166666666666667
"148","c4","TUBB",0.885714285714286,0.0333333333333333
"149","c14","TUBB",0.942857142857143,0.0166666666666667
"150","c11","FCN2",0.885714285714286,0.0333333333333333
"151","c8","PDGFRB",0.885714285714286,0.0333333333333333
"152","c2","NACA",0.942857142857143,0.0166666666666667
