"","AF4_1_a","AF4_1_b","AF4_2_a","AF4_2_b","AF4_3_a","AF4_3_b","MF_1_b","MF_1_a","MF_2_a","MF_2_b","MF_3_a","MF_3_b","SEC_1_a","SEC_1_b","SEC_2_a","SEC_2_b","SEC_3_a","SEC_3_b"
"JCHAIN",26.8682065083267,26.7298783517788,28.463339894737,28.0211514624489,26.0171206965335,26.7063556289253,26.2480763884273,25.5768667332728,25.7404684085819,25.9392126002022,25.745093258622,25.7634458105158,30.7227314578792,30.9045483553905,30.8879447265738,30.997657759782,31.3055212246944,31.1977694818231
"UBA6",21.5048068671253,21.7538834876111,20.8447310459207,21.3689422751662,20.9579904690974,21.7248273202601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FTO",21.8537664177205,22.5189335602606,21.5583884805315,21.2438707002674,21.4730338478154,21.7715281568137,17.1181908254594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSRA",22.8112743356065,22.8931918976111,22.1825301428574,22.2877123795495,22.2331562159274,22.9188894352534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MBTPS1",19.6792599878757,19.9397403228693,19.1393215164812,19.20159868655,19.1069383378545,19.7186215033047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IGHM",31.9469836217109,32.041399223603,32.175337601286,32.2951558158488,31.5866520145222,32.1083650474718,30.425424018565,30.6492449923906,30.5004747238263,30.3504753005821,30.5609251894038,30.7153853286444,33.923249839982,34.4026086549184,34.5037950821179,34.3416223563997,34.4513276622237,33.8496864203559
"COPB2",23.1487992855448,23.3457041023086,22.5521549797761,22.6096404744368,22.7409830135601,23.3524551442997,NA,NA,NA,NA,NA,NA,NA,NA,17.7230542728112,17.2551761374597,NA,NA
"VCAN",23.980327881244,24.1190196233515,23.6768059014539,23.7522581298834,22.9927253981666,23.7235750217192,23.8996593213694,24.0036743698046,23.9441372428272,23.7023976153567,24.0333867035516,23.8931918976111,20.801241023809,21.0227707782444,20.9650768525425,21.0635102889913,20.0048733154399,19.8563768932642
"EIF3B",24.2933369287433,24.3778247992137,23.5811840283876,23.8566185340515,24.0130786374451,24.4867712032025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IQGAP2",21.480320826098,21.5153158091242,20.8566382890557,20.7506538353202,20.283617434743,21.3836563095464,NA,18.9335754043877,18.7179240437596,18.8038567832117,NA,NA,NA,NA,NA,NA,NA,NA
"ROCK1",21.4668108452413,21.6130920477519,20.8205280236576,20.8175426941973,20.9963038336572,21.8171159927248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AP3B1",21.8773309456915,22.1734087528888,21.4170943207627,21.4165913853188,21.4734421794272,22.1549911192591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RPP30",21.2515719799032,21.1766084121107,20.0349829516234,20.4785830070746,20.3800001718985,21.0931138329379,NA,NA,17.7239341966238,NA,17.8125471091968,NA,NA,NA,NA,NA,NA,NA
"CHGB",NA,NA,NA,NA,NA,NA,18.8520917676364,19.0642770087325,19.3547207260721,19.0719362765674,19.0648887759311,18.9757136492815,NA,NA,NA,NA,NA,NA
"FLNB",22.0359052291389,22.1915942252856,21.7835674064366,21.615141519158,21.4149375738982,22.1487992855448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHD4",17.7748179388735,17.9599447835187,16.727814119937,17.1544571924129,16.5940694151698,17.997456819282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C4BPA",26.9145621440185,26.9781469359445,27.4930474608252,27.6039939112957,26.4876913871653,27.0380006471411,30.2296311370432,30.3217375255244,30.276973816042,30.2123393394548,30.2100180275447,30.3174309699656,32.7750971039353,32.6964401600603,32.877378154225,32.6372009566856,32.9539363823526,32.5108845069042
"PREP",22.7265042321277,22.5498072249196,22.0558967043264,22.1734087528888,21.8913387245356,22.406653452273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABI3BP",20.8281667074161,21.7428196851316,21.1411117691663,21.1516198652043,20.3106937623607,20.9146719899444,23.2820658164083,23.2905273951565,23.1206023937142,23.010519910719,23.3725207673538,23.2302268848887,21.8876252217366,21.8839021356939,21.9601377215209,21.7696441698913,22.0053888026158,21.5914931277266
"DPT",19.9438898003029,19.2278720810165,20.0255518919988,19.72002376437,19.7719488143696,19.4575311786979,25.1491870546752,25.1588475637925,25.1102832104996,24.9261482935399,25.1046960028048,25.1851797212713,NA,NA,NA,17.4385563430143,NA,NA
"PDCD6IP",25.5314814115113,25.8693837381276,25.3100801925779,25.0649676947414,25.4266240976922,26.0126524980118,18.9723740499949,18.7122834901738,18.9681577061398,18.5945888589871,18.9996482870071,18.832633550152,19.3389539541017,18.8121114830576,18.6763462314225,18.9449236279932,17.6023182808117,17.4829867387644
"COLEC10",25.6891252582636,25.9846799057837,24.9038016931316,25.1961050003232,25.145304665247,25.6730355557253,23.6853870124977,23.6583997863567,23.5556694639523,23.483699677578,23.5020315003502,23.5708007325735,25.2202962488387,25.2080652349645,25.0587891198122,24.9288609769607,24.8102939108043,24.5736924854777
"NAMPT",22.4425304886016,22.5213320563092,21.8350029475694,21.9777103509689,22.1764556284477,22.5020315003502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IGHA1",30.0531020866642,30.0901782575387,30.6509573902663,30.5536203887806,30.2296311370432,30.7251718786036,30.5636549821594,30.5554500593376,30.3324480056064,30.3163523194175,30.5727171667354,30.6543761004937,30.7178381969726,30.6084071757983,30.8210725327356,29.419147367303,31.1989405005894,31.191311833015
"GDI2",26.0894207384659,26.2660653377146,25.4582634148661,25.5462784134394,25.5609251894038,26.0813156888289,17.3943622062221,17.4110723266783,17.8349709389747,17.0125808942358,18.2791938636119,18.4600438720197,19.6614510609636,18.3010406366895,18.1869653642586,17.9313838925394,17.2733548864608,17.4608118225555
"DIAPH1",20.9176313953366,21.462464329142,20.3660596260005,20.5009041062619,20.8818809474745,21.5167878469101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSMC2",23.3591747421061,23.6518470345575,22.9042612233284,22.9583686286679,23.1142608668404,23.7644585834889,15.5180783479861,14.5702055618022,NA,16.918711861859,NA,16.5597729049556,17.0927984262449,15.6607703083508,16.3502693217183,16.3278052339401,NA,15.3957349420659
"SHBG",22.8820683379546,23.1444326422962,22.5027385876438,22.5884893341195,22.4329789239901,23.10948636152,23.8811035023412,23.7013403085736,23.429819436852,23.4873847243858,23.7275432635308,23.8764270151317,20.1774572536777,19.0008115298226,19.5434736806782,19.1134316191318,18.8862026479622,19.3409953517451
"APOC4",20.5157412187839,20.7256541636785,21.2933369287433,21.4626380620501,20.3220117448236,20.9752497337604,22.0854063251522,21.9833450562565,21.7593428900223,21.7647898084932,21.8220565090677,22.3179687167963,28.3260312639345,28.0380006471411,27.9792378207155,28.0706082370072,27.7285815471603,27.2660653377146
"TF",29.9159870281253,30.1771212755799,30.5977925721274,30.6004535535904,29.7565273098527,30.2957032243322,31.0387856449156,31.2221634574067,30.7469518651377,30.8187891847926,31.1367508955528,31.2053641685384,25.4361889617277,25.1014935707665,24.7186875521375,24.7218193081594,24.3771628606654,24.0019578972156
"PGP",21.0302488559013,21.3954807915098,20.67391287896,20.5522441191548,20.8258547410036,21.4144720815213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIMS1",24.9920483507318,25.0534128672005,24.1619253143803,24.4105403743571,24.4769192141465,25.1476353524112,14.7179869460308,17.4899122306705,NA,16.5177016786531,18.3096362181042,18.3247105932441,21.4162058201825,19.3887551824846,18.9128706289634,18.6461367749104,17.7900111530146,NA
"TNPO1",22.4040563407869,22.6297870475486,21.9243370000931,21.8839021356939,22.1764556284477,22.828808994899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARCKS",22.2006017157794,22.2649923030494,22.05920184905,22.0359052291389,21.2648445909955,22.0401569214417,NA,NA,NA,NA,NA,NA,17.4596685474967,NA,17.3804652927853,14.2570047232907,NA,16.5501320062135
"PSMD14",21.7297476866883,21.9260110771225,21.180969612469,21.1610279049855,21.7253650096241,22.114821311724,NA,NA,NA,NA,NA,NA,NA,NA,17.4944493631621,NA,NA,NA
"TSNAX",22.3883747185546,22.6275623824341,21.9896041190313,22.1012332209713,22.018624343421,22.7076725573973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AHSG",28.4978509844117,28.6730355557253,28.4020647624677,28.2713740438969,27.8752555209213,28.5127691512491,28.9780378020861,28.194509046642,28.0442687020735,28.2216795982983,28.1417041293987,28.1662423224118,19.636863013395,20.1206023937142,20.8892459300246,20.9315685693242,20.1332024304938,20.2989396349727
"GUCY1A1",20.8279458308153,20.9636475426207,20.239274531612,20.2555761082038,20.2771000668486,20.8287416030063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PON3",NA,NA,NA,NA,NA,NA,23.6028619418057,23.6331176262672,23.4285421503224,23.3334720409321,23.4131258500328,23.6297870475486,20.5017856869215,20.2568064466806,20.3072552952563,19.5311244118705,20.5028395718301,20.5754949300791
"CUL3",23.3949294551408,23.5960514096889,22.8229877561703,22.8894831679572,22.9079322050569,23.6864560714876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CDH5",NA,NA,17.3578526493002,NA,NA,NA,25.6264487621234,25.8360526672256,25.4234216656538,25.2996384458563,25.5667425159991,25.4707273804322,22.4849290726595,22.4144168523926,22.743039599854,22.3910001879615,22.6186292576641,22.4601398881949
"SEPTIN2",24.8254161274571,25.0164832290921,24.1237627346075,24.2756869038456,24.3266313688418,24.9010414339205,NA,15.5743481300576,NA,NA,16.0962910122693,16.755213595371,18.2685922554463,17.312962701111,17.3894716956572,NA,NA,17.8544423085513
"IGSF3",20.3365850104963,20.4457362878785,19.5459957352906,19.6796450323457,19.6025484556398,20.4446004093251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IGHV1-24",19.8940983438463,20.3538015700072,20.0690720930741,20.4475837163278,19.7908893550833,20.0821282458996,22.0853739054032,20.2419086899363,21.9134212226139,22.1014935707665,22.1110796195957,22.2331562159274,NA,NA,NA,NA,21.6231027342434,21.3698614209033
"IGHV6-1",23.989885064915,25.1359440806433,24.274976391622,25.0558967043264,23.6928538426858,24.351781459935,23.723382640486,24.1269161676464,23.7491918268356,23.6197489279111,23.8403814770637,24.2397255444389,26.2599742282827,26.163653668047,26.168635090136,26.3877176039722,26.1619253143803,25.7259844356743
"GALE",23.5080907072447,24.383109402342,23.0674317346929,24.1347697256408,23.7974873838764,24.3571621469772,20.6005953348338,19.7929221227713,19.556904527977,20.194602975158,19.7694924406343,20.0558967043264,NA,NA,NA,NA,NA,NA
"ANXA2",21.9245117078584,22.1734087528888,21.3054300026057,21.2504667104817,21.3653142982373,22.0109149331219,18.4157417682901,17.9252455393346,19.0355482018203,19.0464669945788,18.748422511819,NA,17.0240791310052,15.527043203771,16.8789250230183,14.5476537001417,NA,14.2336121876672
"ARF5",23.1110796195957,23.3949294551408,22.2987318831128,22.6275623824341,22.7244239216867,23.3791477658731,17.4933082068715,17.3266050380456,NA,NA,17.9767822563756,18.3912268044378,NA,NA,NA,NA,NA,NA
"SNRPA1",22.6208677298601,22.9207075766924,22.1915942252856,22.2563791727447,22.4349173044917,23.0805026738505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSMA6",24.3211353810869,24.7239033750309,23.6320082874653,23.8764270151317,23.7685025806453,24.464508857697,NA,17.73596582225,17.750778941253,17.9384884250461,17.6376862011388,17.9204953359167,19.2846072459956,18.60228202946,18.6132175266945,18.6030793488523,17.2751242069895,18.0492955237894
"ORM2",23.112671120078,23.0274929893227,25.1074923113879,24.433007714483,22.3962368363276,23.3685299071578,26.7259844356743,26.543331129389,26.9122793982244,26.718164931215,26.7820679830823,26.3811299439374,23.9432431027051,23.6308980949973,23.5937740689778,23.5308863630224,23.793523933469,23.2649923030494
"CRLF1",20.9747856690138,21.107936664858,20.3076455336038,20.6006779018099,20.53026725213,21.2227471533616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DCXR",24.2506083848867,24.3059125583627,23.5442082808941,23.4774480024323,23.7399536199803,24.5638367848237,22.6992233675615,22.7815678287903,21.9243370000931,23.9583686286679,NA,24.2020975117049,22.9864170463198,NA,NA,NA,NA,NA
"SORD",24.1480234344689,24.2933369287433,23.6118929261682,23.6141418666718,23.6735747801909,24.3450272573322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EEF1A2",23.1596176172086,23.3631915290375,22.3579806727018,22.5846285864287,22.5869203979367,23.304520667236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GDI1",25.2389970945164,25.4425304886016,24.6068199553744,24.7810675010444,24.745093258622,25.3811299439374,NA,NA,NA,NA,NA,NA,19.1815890533329,18.4462271471724,17.2571207750048,NA,NA,NA
"SNRPF",21.6471391089738,21.6603154241919,21.1960815807339,21.4268917551702,21.0751311306665,21.7216708077277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PDIA4",20.9904724149151,21.529807985977,20.8829422564854,20.8913194390232,20.4583875876984,21.3370425544944,23.3238859921029,23.4800051940202,23.3266313688418,23.1565349343244,23.6811028369934,23.4285421503224,20.3714756970486,NA,NA,NA,NA,NA
"PAM",NA,NA,NA,NA,NA,NA,19.8512045979733,18.9911259762313,19.7602050249737,19.1441080268032,19.5418037196485,19.8856189274367,NA,NA,NA,NA,NA,NA
"TSPAN9",21.9120023010616,21.9038447113675,21.2586241131574,21.5394305255048,21.1434866030311,21.7016102069142,18.6732711137625,18.4015345426436,18.0874659490747,16.3353659280521,16.5483342663988,17.0749870667897,18.5987903837415,17.8477944878845,17.0842976750376,17.8496885294478,15.4574353895463,NA
"RACK1",26.8227446940787,26.980327881244,25.9976577597819,26.1429702067426,26.2039650783617,26.814211618686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SLC2A1",25.33824128508,25.3791477658731,24.3718563901646,24.6079488247911,24.6102039171469,25.1665296641637,20.6933516780784,20.9942643430481,20.8421508147542,20.8588825192486,20.9947325420201,20.7742272582068,24.4234216656538,23.6454310761898,23.424194230346,23.6089723970557,22.3725207673538,21.6843171607313
"BROX",22.8171429336956,23.274976391622,22.145693374677,22.2477143116175,22.3591747421061,22.9060978818081,NA,18.1255749089707,18.2739822241605,NA,NA,NA,15.1276074876074,NA,NA,15.0399385951054,NA,NA
"CLSTN1",23.2549386383854,23.494726699727,22.7389234913818,22.8132331886445,22.5427409493682,23.3457041023086,22.8073486323927,22.9423484080774,22.7306558753982,22.6274639730272,23.1142608668404,22.885764879711,NA,NA,NA,NA,NA,NA
"AP1G1",23.3791477658731,23.9170689996291,23.7097771457223,23.8585168172739,23.0241143108677,23.8641967263463,NA,NA,20.2649923030494,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DRG2",20.0282379362934,20.438186759133,19.8646663241471,19.7390989124334,19.4711572084921,20.4245077023216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CTNNB1",19.2927974732702,20.4195292218774,19.2229908361465,18.9979925984338,19.1233330821433,19.8119296720979,NA,17.1365806511599,NA,NA,NA,NA,NA,NA,15.0001364789761,NA,NA,NA
"DPYSL5",20.0900128897133,20.6725686402415,19.0649795321906,19.4788841421184,19.8066723334464,20.5467089200633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRPSAP2",23.5068809000116,23.8102939108043,22.3457041023086,22.7139771342515,22.5403778119997,23.7055648944353,NA,NA,NA,NA,NA,NA,NA,17.8448160804715,NA,NA,NA,NA
"NT5C2",21.4878346376776,21.7601327261887,20.905217312185,21.0678045878885,20.9507844040042,21.6352907877177,19.568034035152,NA,NA,19.6814752080547,19.628324494039,19.5219569290486,NA,NA,NA,NA,22.1142608668404,NA
"MARS1",21.5317640925507,21.8320644543821,20.9831049444569,21.1960239308944,21.1761804553044,21.8912230075935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IGKV1D-17",23.9188894352534,23.6096404744368,23.7994650333168,24.8670283171295,23.8811035023412,24.0274929893227,22.7034541478395,21.0224219997753,22.3156183761193,21.4475837163278,22.7306558753982,21.6408592050475,24.9494904773214,24.6540345937953,24.6485594637291,25.4361889617277,24.7895495644517,24.6594890238874
"MARCO",NA,NA,NA,NA,NA,NA,18.6937646234369,17.0991320311359,16.6185145543682,NA,17.4664588855313,17.4302565199999,21.6809247684754,21.2297775855017,21.6287921564176,21.1618804264202,21.3723523102529,21.4473874762787
"CD44",20.0590882777392,18.7028524417831,20.37149696747,20.1651940743683,16.1517261335185,18.0054381481106,28.1346718195608,28.2534966642115,28.0873987408807,28.1429702067426,28.3628572236158,28.1694955159504,19.8107394984279,19.7585404223064,19.8267951756904,19.3653185705538,20.0124554085716,20.6212452415846
"CHORDC1",20.8026654496209,20.9868398971155,20.165922731166,20.4070405408064,20.2984575377166,20.9578381858465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DHRS11",21.7512367528206,21.6843171607313,20.9593510968697,20.8472462554509,20.9088851322329,21.9387640707284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F10",27.0863866783763,27.2556590853622,26.6078077644106,26.7693856959967,26.6038524636716,27.3538856799061,31.3604521213344,31.8901212847552,31.7652493179789,31.9983305017111,31.9814171187747,31.6902082063487,15.7639774024234,NA,NA,18.4424940411085,18.1336690355124,18.7275017166391
"HGS",22.9332931817095,22.6474619398718,21.7322837924597,21.9595286908168,22.698089951375,22.8229877561703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PIGR",21.8460944418497,22.4323706223813,22.4247034916297,22.4775369384295,21.5631399344654,22.3266313688418,18.8996253968955,20.054797719904,19.6278063731843,19.6572608718356,19.9364424074516,20.1942073820359,24.6214268056434,24.5439210680768,24.494726699727,24.5954824114402,24.8088220232008,24.4694858183583
"ATP5F1B",21.9060978818081,22.1487992855448,21.5386848452376,21.63573804467,21.6364405337805,22.2477143116175,NA,NA,NA,NA,NA,NA,20.1727522230352,15.7789420969619,17.0839570993921,NA,NA,18.3112294516742
"UGP2",23.7984765474673,23.9279573157718,23.0982840142906,23.3183795157964,23.2891205739423,23.9715842481721,NA,NA,NA,NA,NA,NA,18.8048620676897,15.5031642269334,NA,NA,NA,NA
"ARPC1B",22.3130903406384,22.3429948150506,22.0026570913539,21.8248193212802,21.7812004050171,22.206575616824,NA,NA,NA,NA,NA,NA,19.1673740410293,15.6100905250853,NA,NA,NA,NA
"PAPSS1",21.9881520976905,22.1915942252856,21.4019367522263,21.6105450310991,21.5509186587338,22.2763970663216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAMA5",21.4582609112717,21.0233151104857,21.4148054760261,21.3900398204129,21.1996495821095,21.9144289309271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CTH",21.1703554289113,21.3100801925779,20.3490760110362,20.4705347600296,20.3529453887212,21.3429948150506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STOM",24.4144168523926,24.6784187524222,23.7925313671823,23.8811035023412,23.8403814770637,24.5771549552378,22.2707059542438,22.1764556284477,22.3429948150506,22.1672956291622,22.4750644527499,22.2214030345017,24.5736924854777,23.6907244031244,23.468864636415,23.660577439662,22.4272637319482,22.037747012041
"FGG",27.5217813307325,27.4314144564074,28.6458140869903,28.7106312585296,28.3881283356592,28.6964401600603,32.0730371247173,30.7714022177415,31.3361779671619,31.3017110488196,31.1367508955528,31.6132462245339,32.7373124414758,32.3646323344462,32.6607644284563,31.6472303242599,32.932976763717,32.5709092779764
"SERPINB3",20.0856488017723,20.4337036071698,18.4215799965111,15.8574392026172,13.8906537825017,19.2112751937605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UBLCP1",21.3353538236255,21.7056543218826,20.7649873735085,20.878312153567,20.8708154612594,21.6299457575025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRM",25.2221404201763,25.3817900652214,24.5644183994419,24.7060920989144,24.6714166720235,25.2084373993006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DARS1",23.8839021356939,24.0425998817129,22.9950715116303,23.330739663144,23.5846285864287,24.0966765544687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1QA",23.0894404592045,23.3284279958136,24.206575616824,24.3949294551408,22.9933447669109,23.4053554809385,24.1394614209655,23.8122540945853,23.7491918268356,23.9396609902729,24.1363353199788,24.5285037117114,28.348577156113,28.4113488333533,28.3248303047397,28.2855975073786,28.6787545362108,28.3506860514467
"TRIM28",21.1378341928548,21.4157087633591,20.6652075158325,20.7674102015064,20.8193792315036,21.464142871526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAPN7",20.3448647672763,20.4136237973999,19.4243877554323,19.5446324492001,19.9980284201896,20.4539618455265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SERPINA4",22.8931918976111,22.9512704837667,23.7389234913818,24.0451023889161,22.8034122178335,23.4118336913786,25.787060012426,25.7285815471603,25.2880645570297,25.3910001879615,25.6730355557253,25.7695118112152,21.3672526300676,20.7972578009671,21.754244882838,20.7598280566755,21.8020970316675,20.7821671930839
"CNOT1",19.780254598899,20.1717180098022,17.8526636098293,19.2640278940924,19.6248632661871,19.7525080528532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HSPA13",24.4214967887294,24.7029259783147,24.2258217057687,23.9143340319078,24.0853739054032,24.6811028369934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDIL3",23.2169707881864,23.1870693024726,22.4750644527499,22.5661618377699,22.4468785907802,22.9405573525514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CDH13",NA,20.6714166720235,19.8893355116115,NA,NA,NA,22.8268711906575,22.8035718514855,22.6540345937953,22.6308036892308,22.8633516472518,22.6184475652175,NA,NA,NA,NA,NA,NA
"SH3GLB1",21.7015416795162,21.9162829539143,21.334238362948,21.3251709296988,21.2613603877659,22.072347225107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACAT2",23.6051249933143,23.7705203362761,22.6452643841675,22.8210421118553,23.2891205739423,23.7674926435785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CPD",21.3321873749993,21.4116118405683,20.9825473133484,21.0136866057105,20.7047370055737,21.0759478301567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSTA5",26.1858924407524,26.175776903749,25.5758262629619,25.6891079778203,25.5547865523138,25.9413923954255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GALNT2",22.793523933469,22.8014399755019,22.3100801925779,22.5474556432402,22.3778247992137,23.0674317346929,17.5135194287562,NA,16.7242606984692,17.060041471084,NA,17.1578403297497,17.6125589779061,NA,NA,NA,NA,NA
"GALNT10",21.5411240362798,21.9351708060044,20.5385148235304,21.0958676465032,20.9690470849324,21.7408624066225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RBP1",23.5368258322632,23.8268711906575,22.9024222236647,23.1347697256408,22.9933447669109,23.650752009806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CPN1",26.3013839936081,26.4409477182389,25.7389234913818,25.7593875939415,26.1253403127209,26.6485594637291,19.9262409705959,20.0429858845758,19.8371951952646,19.7180779487179,19.5118105518608,21.2509431438124,21.9601377215209,21.4996065129843,22.2592559335002,21.3355250209409,22.8268711906575,22.3751752207998
"GPS1",22.9152462640222,23.2302268848887,22.2448144211117,22.4501037083064,22.4922835237987,23.1487992855448,NA,NA,NA,NA,NA,NA,19.4062735271547,18.7771204415628,19.262308227007,18.8101542441025,18.5356095201461,18.5590521428059
"ENPP1",19.9288667585698,20.0974213525318,19.2468148092923,19.4183447156639,19.5397135463644,19.5344586775673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NELL2",22.1363353199788,22.3073031079073,21.5807696682569,21.6006193795508,21.7679678060401,22.2272915938641,20.6042373950405,20.4702279043162,20.2552049575028,20.0858782741914,20.3909865478712,20.4506091924539,NA,NA,18.1158717181374,NA,18.1978933737242,NA
"MAN2A2",22.1390494758465,22.2238773903851,21.7502829510465,21.3266313688418,21.9397997835917,22.3555441325913,20.4792464081979,20.4575091357327,20.8449593255437,20.4876035656062,21.226897222911,21.2486375727158,NA,NA,NA,NA,NA,NA
"PYGM",22.0283590213061,22.3915860654779,21.2831827653734,21.333452932262,21.7599844617291,22.3270789188655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SETD3",21.262784780085,21.4097658986115,20.4786570625036,20.6533463952977,20.5743523805163,21.3389827798675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KRT5",23.7013403085736,22.859465023053,24.2989396349727,24.4310955935393,22.5615079787637,24.0583762724662,23.3402804303536,21.3391497404266,23.8220152620041,23.0492636119939,22.1741979016627,22.1425807628097,20.9372832925603,21.3977921220196,22.0853739054032,18.0380187382979,15.9016895018596,18.0327614282286
"PSMD3",24.2433622870778,24.4085982223372,23.2389970945164,24.2799426445153,23.9654320211905,24.6124554900439,17.42230298309,NA,21.3156183761193,NA,21.4676214695644,NA,17.0655844280615,23.664922909938,23.7695118112152,23.5165310700453,23.5403778119997,23.0036743698046
"CAB39",19.7361439160448,20.2172264554829,19.3395629798788,19.4491127678229,19.74621824515,20.1434816205966,NA,NA,NA,NA,NA,NA,15.1309043324238,NA,NA,NA,NA,NA
"BRCC3",21.2657071759481,21.4086868413853,19.784806393083,20.5535102417667,20.7919458299323,21.2699798621554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IGHV1-3",22.7841415727144,22.8387386359814,23.2547165240796,23.1221834295337,22.3837446285357,23.4514253214497,19.6710987257485,17.8192435606468,18.7139167411021,18.6362068513648,18.6226738818909,17.6816776552097,24.8068571675469,24.5527413220076,24.5777312264821,24.7775603399887,24.3066080006711,23.9207075766924
"HSPA5",25.0010988944865,25.224350318552,25.0480165048358,25.030863773662,24.5279074335294,25.4719678749548,23.4118336913786,23.0674317346929,23.5451002222421,23.4195693401582,22.8229877561703,23.2549386383854,22.5498072249196,21.829589194772,21.9677578343469,21.2106951221867,21.9107828799629,21.8046990323001
"EMILIN2",23.6724961296428,23.885764879711,23.4221386997704,23.274976391622,23.0934562517011,23.7654706459933,NA,NA,NA,NA,NA,NA,17.2466849378885,18.6650443949316,NA,NA,NA,NA
"RAB8A",22.5557644704244,22.7518976663491,21.8965061013444,22.0061428506034,22.1064293939865,22.7151029615842,NA,NA,NA,NA,NA,14.3490669375762,18.5862273714907,16.770045691183,13.7463883527427,13.5457126247286,13.6304946615056,13.3145549225388
"FCN3",26.7259844356743,26.7631925061449,26.2444515246085,26.5195335582069,26.0505096420477,26.8658491629642,23.7735416882514,23.8413416734658,23.3738486045768,23.4182829423549,23.6496561532847,23.9689507913273,27.6187692639761,27.29789078357,27.1983551100191,27.1861248212337,27.5506880807774,27.3578333240263
"EIF4A1",25.0653786604302,25.2570989008917,24.4021054344168,24.5840550642423,24.6079488247911,25.3728528412512,NA,NA,NA,NA,NA,NA,17.6537127931961,NA,16.3035578066048,NA,NA,NA
