"","AF4_1_a","AF4_1_b","AF4_2_a","AF4_2_b","AF4_3_a","AF4_3_b","MF_1_b","MF_1_a","MF_2_a","MF_2_b","MF_3_a","MF_3_b","SEC_1_a","SEC_1_b","SEC_2_a","SEC_2_b","SEC_3_a","SEC_3_b"
"BPGM",23.9950715116303,24.2570989008917,23.4713477610227,23.4996006740955,23.7108282896966,24.2599742282827,NA,NA,NA,NA,16.5432372833023,NA,19.2862621932615,18.3535689974346,NA,18.1006777365392,NA,16.2597322316209
"THYN1",21.5027813125853,21.7088367741783,21.0274524920514,21.0357247132106,21.024112957812,21.5783699270379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUL5",26.5922063093323,26.6702013159945,26.0111600179724,26.2210342002824,26.233887620273,26.7087252353287,NA,NA,NA,NA,NA,NA,NA,24.2020975117049,NA,NA,NA,NA
"C4BPB",NA,NA,21.485149269612,20.7987241278937,19.0660497622546,19.2513229057417,26.1429702067426,26.0994884348761,26.2642765029648,26.1507370897863,26.1756945126079,25.7669874097997,28.1818669872305,27.9732277209614,27.8468504351918,27.4169953964944,28.1400468115359,27.6264487621234
"DDX1",23.2020975117049,23.4105403743571,22.5403778119997,22.9024222236647,22.8132331886445,23.3711917068813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLU",25.1359440806433,25.0752068792462,26.0484323270151,25.8019332889076,24.2043383017607,24.7404684085819,30.6747199634367,30.1361397135734,30.2557491159429,30.1971836158086,30.1164439122325,29.8886706108865,27.8545988675879,27.682443008981,27.9677421818777,28.0274929893227,27.9830494346655,27.8006996889685
"EZR",23.3443500946627,23.6660072354613,22.8442184342214,22.8968911176914,22.7471439981867,23.5261171188745,17.5910766948848,NA,16.6918934286801,NA,NA,NA,17.5977688779972,16.1894211376698,17.6436976818564,17.1040560848343,14.8264491794237,NA
"HSP90AA4P",NA,NA,21.9097641990058,NA,20.0425998817129,NA,NA,19.0296609030262,16.1702458777387,14.0363110055388,16.7453460672372,NA,NA,NA,NA,NA,NA,NA
"RELN",24.7945158173451,24.9663125186489,24.2642765029648,24.2714185722088,24.430457656301,24.9521596640974,28.2289892871987,28.5912434308503,28.4032437837162,28.4717741179821,28.4453356365572,28.5966557245394,22.7955070197481,22.4092458968895,22.6885918158316,22.206575616824,22.470106732954,22.0990539958657
"CACNA2D1",23.2549386383854,23.5937740689778,22.7306558753982,22.9530482967346,22.7389234913818,23.3538015700072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITGA6",20.7171249797116,20.8377588069722,20.206575616824,19.9404541199955,20.0019578972156,20.7321301531746,20.2448492543743,19.2541050069937,20.1101598233306,19.3458431140301,20.1334222052063,20.1575786050414,18.986142022641,18.2245340296518,NA,18.5658161071009,NA,NA
"CAPZA1",23.6331176262672,23.9079322050569,23.1046960028048,23.0739820071979,23.1110796195957,23.6885918158316,NA,NA,NA,NA,NA,NA,19.4461443390027,NA,NA,NA,NA,NA
"LCP2",19.0291982422108,19.1581806735203,18.5600304994047,18.8436512075452,18.936836318933,19.371910614809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HMCN1",22.4676214695644,22.7614181291689,22.0110641053224,22.1642293261144,22.0046103597562,22.6364405337805,NA,NA,NA,NA,NA,NA,20.2209344513115,20.5201304285281,20.4996220832391,20.4597057642037,19.491344243702,19.4420869815413
"PAAF1",21.2302268848887,21.406653452273,20.7120626160078,20.6608350563172,20.5674306654309,21.2125248831552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EIF2B1",22.1237627346075,22.4849290726595,21.4700674990614,21.6000272185271,21.739561021706,22.2989396349727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KRT10",27.2943890948584,26.4800051940202,27.6124554900439,27.7839420189044,25.8117642982673,27.2776390101093,26.7491918268356,25.5492196887515,27.2188192125788,26.6917895157907,25.9065566813161,26.1371174804972,23.8987371768568,24.8707951470524,24.9450308291307,22.9777103509689,21.3955587148551,22.9619046476951
"CCN1",19.8420310843113,19.9553533450132,19.4411063267925,19.9031286768123,19.4540421974701,19.9828933345568,NA,NA,NA,NA,NA,15.0131089056024,NA,NA,NA,NA,NA,NA
"IGKV2-29",22.5213320563092,22.3591747421061,22.8171429336956,22.361853842302,22.1642293261144,22.6928538426858,19.863529928124,20.5609195934849,19.4715025664237,19.4139274402663,21.4131108676251,19.8689777494575,23.9872848328367,23.4551305253812,23.6789559689769,23.2578182701616,23.4488442625338,22.3073031079073
"FREM2",21.4080710597202,21.7976203669197,21.5080297572313,21.747765616628,17.6347188939485,21.5091380645985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GBE1",22.5068809000116,22.7875582666327,21.7052434160409,21.9893723234716,22.1014086095569,22.7368610249249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PZP",27.6285360955585,27.5840550642423,27.1690175649635,27.1419963997257,27.1332024304938,27.3910001879615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HSP90AA1",27.9088484928241,28.1109800924982,27.2534966642115,27.4425304886016,27.5059728783468,28.0979827519693,23.2125248831552,23.2080652349645,23.05920184905,22.9742129067327,23.3738486045768,23.2563791727447,20.7317374911236,19.4955408237245,20.2067282244261,18.4923559012597,16.6084425403414,19.9568653186479
"RPL23",22.612702948671,22.7373684588665,22.0209955327964,22.079416095945,22.2167597693568,22.9005326019459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SNX5",22.3910001879615,22.4873847243858,22.1256710697968,22.4231903029384,21.9148971297058,22.6364405337805,NA,NA,NA,NA,NA,NA,NA,16.8968526945718,NA,NA,NA,NA
"PLS3",22.8764270151317,23.0375818069463,22.4040563407869,22.3211353810869,22.429819436852,22.9565973638157,NA,NA,17.4113537473986,NA,NA,NA,NA,NA,NA,15.5132834696173,NA,NA
"SEPTIN8",22.7520224602355,22.7721381508246,22.8877313749018,22.4283210649669,22.0305267126488,23.3955880003933,23.1549911192591,NA,23.4040563407869,23.0982840142906,NA,NA,NA,NA,NA,NA,NA,NA
"LYVE1",18.2663885224092,18.7931206368952,19.6182904981898,19.1889944307734,18.4004875638459,NA,21.4563704592255,21.6714166720235,21.8073486323927,21.7835674064366,21.6583997863567,21.4169953964944,16.3888732950733,17.466984553251,17.4947149823593,NA,18.7014249216372,18.4699915113996
"VPS35",23.4195693401582,23.5068809000116,22.745093258622,22.8190938400658,22.9759626886826,23.4996006740955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PPAT",25.8360526672256,25.8551931806925,24.9816348676305,25.3003369184145,25.2099250973349,25.9042612233284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYGB",24.8618328145592,24.8820369834743,24.8093128192732,24.4922835237987,24.3416382610806,24.996365215236,21.5960514096889,20.9881520976905,20.8499548037705,21.0821282458996,21.6231027342434,21.6583997863567,18.271891556152,20.3211353810869,18.3654424622273,21.3183706885722,17.9055221573241,18.4527238601258
"CA2",24.1300627229633,24.1495747196086,23.6800298023282,23.7835674064366,23.9070153349651,24.4694858183583,NA,17.473261814179,NA,NA,18.9646510987116,NA,21.1307804344915,18.8204532319294,17.1209870611051,16.2135428410302,16.8679784856058,16.4119726798185
"P4HB",22.2820658164083,22.5189335602606,22.0982840142906,22.0459355942762,22.0657895090848,22.4475837163278,24.1347697256408,24.1863137669534,24.3402804303536,24.3988480497842,24.5080907072447,23.9985188132488,21.4542033900623,20.9635438325919,20.8561709347341,20.6077267330911,20.4491617465065,20.1361375226314
"RPS2",24.3883747185546,24.5099035180058,23.7358286849589,23.8451760811473,23.8112743356065,24.7512367528206,NA,NA,NA,NA,NA,14.088937269763,NA,NA,16.1282823638669,NA,NA,16.1252035734388
"C3",31.1555702435223,31.2158143191538,30.9807364416963,31.1924881029871,30.9990029300807,31.286919665749,27.7732901504526,28.2183573284574,27.9168412835776,27.7714022177415,27.6857880024593,28.4938109935452,25.5225298106668,25.351107460838,25.9019621072389,25.1983551100191,26.4250237702504,26.5754247590989
"AKR1D1",20.6962781976723,20.7505524343169,19.8268075865708,19.9304919171825,19.9520686372134,20.7253088362866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLAT",20.6558320334415,20.9067665793216,20.2897071037652,20.2499906982447,20.2122517545378,20.8607975259661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IGSF8",23.348408311237,23.4182829423549,22.5960514096889,22.8112743356065,22.9042612233284,23.3671971633763,15.6776480776121,15.8705236616035,15.7727269492398,15.040178397669,16.3678225334515,15.6619701103753,NA,13.82179390856,NA,NA,NA,NA
"CFAP20",20.8826773755246,20.916689331435,19.8800228973423,20.2985861873138,20.3357000137599,20.9357082087416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DDB1",23.6017290834508,23.8102939108043,22.6496561532847,22.9405573525514,22.7409830135601,23.6051249933143,NA,NA,NA,NA,NA,NA,15.522409888392,NA,NA,NA,NA,14.8157585318614
"PLOD1",23.4323706223813,23.5237265714495,26.6541712061755,23.2050844590263,25.9588111052979,26.5628183946956,25.884135110267,25.1718828986579,21.535639892993,25.4266240976922,21.5717697684444,25.8670283171295,22.5015363815561,22.1783676058758,22.0690720930741,21.6328961372803,21.1033480048363,20.9671924790549
"HPRT1",23.1930993845676,23.42085459195,22.4576373809918,22.6073845004964,22.863251626384,23.4526193062251,NA,NA,NA,NA,NA,NA,18.1849673288267,15.6150893297267,NA,NA,NA,NA
"NMRAL1",22.3955364888265,22.9709723104702,21.9832852060398,22.0150294300413,22.1032733993209,22.905510589076,NA,15.6091527610848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSMD10",19.7824447848189,19.4279306963121,18.788510927822,18.9545683662906,19.3932144674127,20.1136976609714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORM1",24.2989396349727,24.2542178314552,26.0436431206338,25.5806091349586,23.75837125361,24.3962368363276,27.6703364061244,27.6423750030235,27.8209204219188,27.6811028369934,27.9168412835776,27.4433212230916,19.3210957339609,16.7670852368716,16.0890304063497,17.9580213487638,14.71706588997,18.0226484783459
"ALDH1L1",25.466688390924,25.7522581298834,24.8418215321235,24.9610214551111,25.1114776593391,25.5638367848237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PPP2R5A",22.172284659997,22.1133298057257,21.5917218406773,21.6953051916234,21.6207142815761,22.352925458955,NA,NA,NA,NA,NA,NA,16.0401462835658,NA,NA,NA,NA,NA
"BDH2",20.2325497468664,20.5920792176595,19.5327829977644,19.7783786115912,19.7093687589625,20.5274789151132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAPK3",22.1269161676464,22.1642293261144,21.5991637253431,21.2967465263097,21.7755524133725,21.9315685693242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHST3",22.3660940534013,22.5544989202444,21.8384591649327,21.7715281568137,21.5498072249196,22.429819436852,22.7244239216867,22.6208677298601,22.5165310700453,22.4651319175387,22.7160725522537,22.5914931277266,NA,NA,NA,NA,NA,NA
"EEF2",27.5172822781023,27.6615291303422,26.7142392280012,26.9605796559832,27.0094524337625,27.7129282828488,NA,NA,NA,NA,NA,NA,17.8472714924801,NA,16.6087197412556,NA,17.026080312866,19.1828574398974
"PLD3",20.7686237255972,20.8554350198077,19.5858336164378,20.1927984783112,20.0730105160406,20.6956114768677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PI16",NA,NA,NA,20.6186292576641,21.0156328341126,NA,22.8307441998047,22.38574446251,22.4971657451784,22.6452643841675,22.5006887320943,22.1513300027376,NA,NA,NA,NA,17.0730536782546,NA
"DDI2",20.5129718827429,20.736842036539,19.9378996302934,20.0830143863274,20.085795305326,20.5726243687387,14.132210519008,13.7052003780631,NA,NA,NA,NA,18.9649451924264,18.0130063730603,18.4006351538329,17.9273092229778,16.7076017898904,NA
"EFEMP2",19.3402478267074,19.6017653486991,19.0756854399623,17.0544135399593,18.8807374128832,18.623752917117,20.037595211716,20.2542305207711,19.898799163445,19.51828624271,20.3347544729895,20.141471050091,NA,NA,NA,NA,NA,NA
"TOP2A",22.9619046476951,22.9494904773214,22.8556684549649,23.0241143108677,22.6474619398718,23.2360796111341,20.5914931277266,20.5544989202444,20.1078913419646,20.3645279766003,20.535639892993,20.5451002222421,21.8499548037705,21.7471439981867,21.8651412075852,NA,21.9459238623012,21.9279573157718
"PSMA3",23.9188894352534,24.145693374677,23.3389213204642,23.4725877224577,23.4310955935393,24.1386805305319,16.5516617048795,16.9547075075862,17.2627839773602,17.6954478496232,17.1068828904714,17.4106500926418,19.3346595575142,18.6590084665261,17.4100703544476,17.9323070401527,NA,17.8765295365183
"OLFM1",21.3607501198492,21.8925961767849,21.1757207016628,21.3960617159755,20.7727833195197,21.7706784090852,21.1551721398707,21.0647842018574,20.6940109391667,20.7522025855656,20.9095664556774,21.0982068971271,20.0279559273432,19.6530969745818,20.0769290858492,19.4334591150468,20.7975380455288,20.5032774118655
"USP7",21.4717947659639,21.727137714711,20.8178557105381,20.9481739964842,21.000381750973,21.70537716313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCTS1",22.4098244129688,22.5320774040306,21.7904240700284,21.9202914245311,21.9901586834039,22.6752343263474,NA,NA,NA,NA,NA,NA,11.733451793813,NA,NA,NA,NA,NA
"VARS1",23.0998896850639,23.2763970663216,22.361853842302,22.5165310700453,22.6320082874653,23.2919328458676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSMB1",24.4626380620501,24.4425304886016,23.7915381175452,23.9680719030632,23.9369685570668,24.4253439777849,NA,18.7091275764371,16.9800502991936,NA,NA,NA,20.2335295710352,18.9918041484172,19.580703893163,18.9409386754505,18.4651797574101,17.9674514371662
"MST1",21.5374506672105,21.8537709856132,22.3179505054024,22.2366081131096,21.3834886204084,22.098810228886,22.2419086899363,22.1794960827678,21.8030124649768,21.8213866820698,22.18975519873,22.2331562159274,19.448945058666,19.3545319916815,19.6400507163748,19.2904776733478,19.2920452227988,18.7938763287205
"RPS3A",24.0459355942762,24.337560929,23.483699677578,23.6714166720235,23.6353337481176,24.3273168975032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GNG12",18.937543364601,18.8255799438695,18.2905948880826,18.1590454759604,19.183778321994,19.8211215455088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GNB2",22.5754247590989,22.5615079787637,21.8689129614744,21.9777103509689,21.9707069632311,22.5474556432402,19.2116340556858,19.4321626146035,18.8421630942378,18.4687513039811,19.599008405172,19.4711175068802,18.9767486996053,18.0775615897337,18.0363238854603,18.5320248333545,17.3306805866494,15.0289506739202
"TUBA4A",27.7395674079472,27.8863464943292,27.0380006471411,27.3877176039722,27.4186046493561,27.8166547946143,20.7254461450282,21.259868517735,21.2640737238334,21.2193363472995,21.8925791314003,21.6141508553979,22.8185763266306,20.166392728054,17.4323706223813,14.2206881775746,18.1344012509306,17.8785598769653
"RNF123",19.5158557307245,19.9511993256597,18.7263944667156,17.4928311549145,18.7725723223083,19.9472031511329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADAMTS13",26.6526677580314,26.8950426932991,26.0442687020735,26.2114112628445,26.0894207384659,26.7707723574211,22.3872419291475,22.2301104676041,21.9448485824571,21.7507777147769,21.9470772001003,22.3356738479591,22.351107460838,22.1110796195957,22.4374594990541,22.2419086899363,22.3211353810869,22.145693374677
"PDIA6",21.6234399192197,21.8515332711847,21.6266131865664,21.3550865035053,21.4966846041441,21.9259987668323,NA,NA,NA,NA,NA,NA,18.9072633141217,NA,NA,NA,NA,15.1233980055074
"DPP4",23.0652287537101,23.1669284762892,22.5758971932171,22.6641245424511,22.3437837426416,22.8828096355482,21.0299247904978,20.8417700989125,20.8357474290684,20.6822702503068,21.5388998300733,20.8651079723428,18.5466985592681,NA,18.4259411670544,18.6402096254675,18.2779547900932,NA
"GNPTG",21.9243370000931,21.9315685693242,21.2592559335002,21.4272637319482,21.1518985242037,21.6928538426858,19.1648774723985,19.0949204483879,18.6847212299915,18.5003712031815,18.6100912462077,18.6461789739883,NA,NA,NA,NA,NA,NA
"SEMA7A",21.6952652550521,21.9807131296259,21.210244454817,21.5776556328126,21.0366626129507,21.8343526095432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYGL",27.2847153948223,27.4417393204759,26.5638367848237,26.682443008981,26.9270530882017,27.351107460838,NA,NA,NA,NA,NA,NA,17.6527749647506,NA,NA,NA,NA,NA
"PPP4R3A",19.6881393020481,19.9905001141989,19.1967749998382,19.3257797629046,19.5153494999832,19.9874971874696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IQGAP1",24.351107460838,24.5332650858051,23.8220152620041,23.8151893856098,24.6130178346391,24.4355532732218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F9",25.4806361734438,25.7221636212217,25.4247967961314,25.2393961120962,24.8859886197078,25.5155198072662,29.8784748437806,31.22043464349,31.0602073821768,31.1971836158086,31.3404290053489,31.0117198789383,16.1628141772241,NA,16.6590760818066,17.1212805540731,NA,NA
"UMPS",18.8502478929898,19.0305351317149,18.2976703998796,18.214269785373,18.5201045244925,19.3081390172709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TTLL12",21.5744267615168,21.8942071679653,20.8607944955016,20.833232152688,21.2460383057948,21.7578107405769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRPSAP1",21.1080592210443,21.1864286338557,20.2613730144145,20.5589708944385,20.5903293714642,21.1941670951917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EIF5B",20.1838328294795,20.3180307993663,19.4133304218258,19.5764511311247,19.384868048715,20.3649746085898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAP1GAP2",20.4564887790799,20.5655077606977,19.8276267788066,19.9741358675619,20.1364778925131,20.61295036486,NA,NA,NA,16.0652141566972,NA,16.7340215514049,15.8129894955013,NA,NA,NA,NA,NA
"COTL1",22.9279573157718,23.3361992535418,22.2448144211117,22.5020315003502,22.5638367848237,23.1565349343244,NA,NA,NA,NA,15.3679607096416,NA,18.9111139885203,NA,NA,NA,NA,NA
"IGKV1-27",20.1149610713133,20.7268376349327,21.427274986972,21.381587308103,20.7852776444613,21.4206875739521,18.0424556049949,19.948096267318,17.99822129128,18.2312071152662,19.8801843669477,19.4611896481504,23.7139771342515,23.4651319175387,23.6085129284311,23.0375818069463,23.859465023053,23.6320082874653
"GMPPB",24.5811840283876,24.7055648944353,23.9134212226139,24.1991043673929,24.1487992855448,24.8427807708828,NA,NA,NA,NA,NA,NA,18.7232343008934,NA,NA,NA,NA,NA
"SLC4A1",22.863251626384,23.0019578972156,22.2506083848867,22.7955070197481,21.8297192515827,20.6214661564167,21.5324914798031,21.089350258869,21.5193775827441,21.2269677591646,21.25411746657,21.45679105227,26.7010758607604,25.9608005724588,25.6222650133019,25.9678520973126,24.5038519359746,23.8122540945853
"PFKP",23.5213320563092,23.660577439662,22.793523933469,22.9279573157718,22.824930780088,23.5673229606019,NA,NA,NA,NA,NA,NA,17.616072078352,NA,NA,NA,NA,NA
"FAHD2A",20.3469638126147,20.637844486648,19.3420529593323,19.7944650494511,20.3012862987377,20.9400776887309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NT5C",19.3487324759482,19.6597081662299,18.4410678164143,20.0658473471799,19.2093462675923,18.3189311101602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"APOC2",NA,NA,NA,16.4905203048042,NA,17.4262729458525,23.9942083976106,23.512919816493,23.8978144425491,23.8432601511965,23.8374970474973,24.0028163887856,26.9955028750783,26.1927232419397,26.1680611877055,25.9781469359445,26.2058302305812,26.0190314105745
"NUDC",23.0139305388816,22.8670283171295,22.1425807628097,22.337560929,22.3936208881206,22.7532787843588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCT7",24.9102218342328,25.2206652717442,24.5932041716601,24.5667425159991,24.6491079127153,25.3204469081362,NA,NA,NA,NA,NA,NA,17.4969005768574,NA,16.6372333556241,NA,NA,NA
"ST3GAL6",22.921456893029,23.1398228301328,23.5454162014989,23.7857871684893,23.0173224345449,23.7056424055735,21.4553011296635,21.4890193430911,21.1789553504615,21.0314737178495,21.5258443186244,21.8733059213208,24.4633834158358,24.1642293261144,24.5225298106668,24.2185962407774,24.6594890238874,24.1014935707665
"GARS1",25.7795654758791,25.8764270151317,24.7930277356857,25.0608515862691,25.1253403127209,25.7945158173451,NA,NA,NA,NA,NA,NA,15.977483414308,NA,NA,NA,NA,NA
"IGHV3-13",23.8278404181316,21.5869203979367,23.8220597679245,23.9627872999349,24.671295884452,24.9565145482622,20.2926968364374,20.6277467150239,20.0489892744034,20.3766617035952,20.7041881935641,20.8657476163086,25.0335696125796,24.9027280278794,24.7710606660202,24.7336875812256,24.884868175552,24.4206287276204
"CAMP",15.7375589636155,NA,16.5859483811018,17.0001540882261,16.0113015201533,16.4120884932908,21.1642293261144,20.3750415531554,20.3980891961406,20.4706817098792,20.5582450594772,20.9907237664324,26.2020975117049,26.1074923113879,25.9846799057837,25.733761786266,25.4519908178506,25.4769192141465
"KYAT3",22.3804695204693,22.7634458105158,21.8034122178335,22.0425998817129,22.1300627229633,22.7202542799377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAA4",23.7055648944353,23.7542987172687,24.9207075766924,24.8331595612275,23.7212978206999,24.6805664194223,24.9234304998805,23.9916159529941,24.655673089191,24.75837125361,24.6051249933143,24.9881520976905,28.29789078357,28.0870951966693,28.2399075994636,28.9202532560963,27.8640786227041,27.4040563407869
"MDH2",24.8950426932991,25.0837519883792,24.1923470012176,24.2996384458563,24.523128315152,25.0525839702855,NA,NA,NA,NA,NA,NA,NA,NA,20.8876252217366,NA,NA,NA
"PSMC1",23.6670907466207,23.8326768123387,23.1840447834594,23.1779766565706,23.3334720409321,23.9070153349651,NA,NA,NA,NA,NA,NA,17.5937047814858,16.7539609953419,17.1926106810022,16.0485762733584,NA,15.9643453807203
"EIF2S2",19.8192763099528,19.6560826407242,19.724130772913,19.0330841848154,20.0450597158493,20.121519605513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP6V1H",20.7792272043873,21.1417466876413,20.1079334731515,20.2375029130734,20.4835727443486,21.0870911489816,NA,NA,NA,NA,NA,NA,15.4942430839339,NA,NA,NA,NA,NA
"DPYS",22.9950715116303,23.1472471659321,22.1353823884764,22.6027441659748,22.5987263336851,23.0853739054032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RHOG",21.1764556284477,21.337560929,20.4733965947356,20.7271584935483,20.8395352064072,21.3321064989079,NA,NA,13.0251066789794,NA,NA,NA,NA,NA,17.179355147358,NA,NA,NA
"CHMP4A",21.4867942763202,21.6644247144831,20.84744966864,20.7548035212278,20.789442900572,21.3905447490646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCAM1",22.4601398881949,22.6496561532847,21.7139771342515,21.9777103509689,21.7795654758791,22.5846285864287,26.3494210842101,26.7758035570829,26.5462784134394,26.4691752608195,26.8227446940787,26.66627818955,NA,NA,17.9237859158436,NA,19.1124064161322,19.0491731914067
"CD47",22.8782994294645,22.9829406710452,22.1764556284477,22.2735543165528,22.38574446251,22.9042612233284,19.8444835745222,20.3350500892259,19.9413958433481,19.7948314900927,20.2038904220942,20.3619598323299,21.9060978818081,21.0359052291389,20.6674511587375,20.8982426646581,18.6467274497061,NA
"SEC23B",20.9176474189449,21.0454917223528,20.0595200652159,20.3973111395006,20.3915047806649,21.1841543817317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"XPR1",20.0000715430088,20.4058467706386,18.9215126447725,19.4700372038067,19.0011855051446,20.487947952493,NA,NA,NA,NA,NA,NA,18.1461211449539,NA,17.0976721047278,NA,NA,NA
"NPEPPS",23.145693374677,23.2316922938932,22.5285037117114,22.5285037117114,22.669255330734,23.3429948150506,NA,NA,NA,NA,NA,NA,17.1739405914547,NA,NA,NA,NA,NA
"GLMN",20.1377404025862,20.4268529658248,19.5147365883684,19.3926968485046,19.6986181985045,20.3056311706096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GAL3ST1",21.5182694316344,21.651471753688,20.9277410760997,20.8513754258785,20.5420560379412,21.7338159768039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"THBS3",23.6197489279111,23.8442184342214,23.0525839702855,23.1110796195957,23.2140083743306,23.3017328498644,22.6051249933143,22.2306713541553,22.3635859098239,22.0679873689113,22.551794847532,22.5449012486174,17.5557874020838,17.0592493878746,17.7155799835992,17.4521446971149,17.4769518366034,17.1119608911889
"ALDH1A1",24.1118755892936,24.3890315339727,23.5225298106668,23.6971033156872,23.6928538426858,24.3591747421061,NA,NA,NA,NA,NA,NA,20.5886258915919,19.5427031696253,19.1000873801154,19.2766674043141,NA,16.0927819122567
"MYG1",23.7002822263547,23.7925313671823,23.277816343407,23.2834795304273,23.2947396464434,24.0342267006879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BLVRA",24.3645279766003,24.5099035180058,23.6853870124977,23.8470894700761,23.6551271307963,24.3936208881206,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7502882675917,NA,14.712193800864
"NCKAP1",22.1197273363288,23.103095675363,21.0192954844616,21.7061734821192,21.3745709657267,22.1474564890575,19.534701836315,18.9384912966268,18.9077679447842,18.8573766282687,18.8445985045996,19.0821152485884,NA,NA,NA,NA,NA,NA
"HS6ST2",21.4521723534125,21.6959971083787,21.0473815626814,21.1894210170127,21.0280517356094,21.8158589691196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRPF4B",17.3371845814968,17.4767580681591,17.0044410416711,17.4313931330577,16.8281141651007,17.9158152047351,19.3335986977183,19.8662979211341,19.8688566086302,20.1206023937142,19.6807372364203,19.916512215934,NA,NA,NA,NA,NA,NA
"IGHV3-43",21.6275623824341,21.8384591649327,21.9024222236647,21.7347956057591,21.7994650333168,22.4425304886016,20.5554176431335,20.6389723207186,20.3751688559547,20.167543102117,20.7126185160857,21.1051540097633,22.8894831679572,22.5800340123515,22.6562188410571,22.5708007325735,22.5165310700453,22.1885791875302
"KPNA4",20.0862191742894,20.4889384649322,20.2217782634294,20.2211492866796,19.6413603111499,20.9032088668158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TUBB1",27.3728528412512,27.5947708479037,26.5074859304423,26.9461470342471,26.7259844356743,27.4590455753846,19.200235308522,19.7755749176322,19.6602919188172,19.5905468477968,20.2184497171123,20.2649923030494,22.3073031079073,19.8671188363315,15.9215248481241,16.5610969735528,17.4457908360481,17.6002744582932
"GNB4",22.2989396349727,22.4775369384295,21.5629327229833,21.734077800115,21.8022603613513,22.4800051940202,17.4209553073046,17.3368290520197,NA,NA,17.400712695064,NA,18.510290535916,16.4507328177947,NA,17.2701584245718,NA,NA
"THBS2",21.6540345937953,22.0982840142906,21.4676214695644,21.3211353810869,20.4509947316041,21.8801694168175,22.5869203979367,22.5332650858051,22.3778247992137,22.337560929,22.6714166720235,22.5044582377448,NA,NA,NA,NA,NA,NA
