"","protein","avg_percent","avg_percent_all","FC","cate","log2FC","spec","new_column","spec1","source","Sum","Mean","F","pvalue","qvalue"
"309","CD36",0.0829656362965318,0.0329250337292456,2.51983451190325,"Plasma",1.3333289890045,"spec",NA,"spec","method1","0.0603672299","2.012241e-02","245.389805",4.880595e-35,1.98764127979275e-34
"310","MMP9",0.0031537060997253,0.00151128172787505,2.08677577552637,"Plasma",1.06127559095538,"no",NA,"no","method1","8.412033e-05","2.804011e-05","860.524385",1.207922e-51,1.15783742926829e-50
"311","ADIPOQ",0.0139729812013389,0.00672104576811029,2.07898914595066,"Plasma",1.05588222615009,"no",NA,"no","method1","1.588722e-03","5.295739e-04","1022.322102",5.517853e-54,6.99521364193548e-53
"312","TENM2",0.00680855969859484,0.0033300953354912,2.04455398799883,"Plasma",1.03178615882408,"spec",NA,"spec","method1","3.569979e-04","1.189993e-04","93.440062",2.40917e-23,8.02376110169492e-23
"313","TACSTD2",0.00724550600918155,0.00359736039878636,2.01411735438739,"Plasma",1.01014774573805,"no",NA,"no","method1","4.366605e-04","1.455535e-04","1006.6883073",8.942513e-54,1.0982523778125e-52
"314","APOE",0.443967488443021,0.245988024654963,1.80483374776376,"Plasma",0.851865949398667,"no",NA,"no","method1","3.781313785","1.260437928","842.824497",2.310502e-51,2.16196972857143e-50
"315","GSN",0.00320685388179166,0.0019043709906947,1.68394388355066,"Plasma",0.751844062233223,"no",NA,"no","method1","7.231760e-05","2.410587e-05","382.365211",8.603862e-41,3.97802090117647e-40
"316","SIGLEC11",0.00247896794924843,0.00158916160509114,1.55992187409175,"Plasma",0.641473776085706,"no",NA,"no","method1","2.716173e-05","9.053909e-06","180.166737",3.798537e-31,1.39516358971963e-30
"317","ULBP3",0.00131030235970977,0.000841419776683,1.55725167867479,"Plasma",0.639002127611031,"no",NA,"no","method1","8.396945e-06","2.798982e-06","176.110185",7.273436e-31,2.65903288186046e-30
"318","CD14",0.00423871424803149,0.00274166281082593,1.54603776631254,"Plasma",0.628575561569577,"no",NA,"no","method1","2.051442e-04","6.838141e-05","362.8747326",4.18601e-40,1.91290922093023e-39
"319","CLDN4",0.00127383163964065,0.000853444323097184,1.49257731894901,"Plasma",0.577805668357778,"no",NA,"no","method1","9.036599e-06","3.012200e-06","202.860093",1.256005e-32,4.81570697560976e-32
"320","ITGA4B7",0.000988843481144752,0.000668695403149133,1.47876518439924,"Plasma",0.564392982661438,"no",NA,"no","method1","7.647812e-06","2.549271e-06","597.444060",1.007999e-46,6.338297712e-46
"321","NECTIN1",0.00120830282217055,0.000820715132408078,1.47225605384568,"Plasma",0.558028605829657,"no",NA,"no","method1","6.426226e-06","2.142075e-06","106.910055",6.99239e-25,2.40000809606987e-24
"322","EGFR",0.0153925135042051,0.0104852124807729,1.46802113285075,"Plasma",0.553872736600428,"no",NA,"no","method1","0.0009541608","3.180536e-04","78.04541",2.376122e-21,7.7495099253112e-21
"323","PLAU",0.000881834345627788,0.00065465895175551,1.34701334681683,"Plasma",0.429764145745323,"no",NA,"no","method1","3.536893e-06","1.178964e-06","95.648437",1.311911e-23,4.42558818025751e-23
"324","CDH13",0.00298506513324006,0.00230778261658129,1.29347760564298,"Plasma",0.371255076436653,"no",NA,"no","method1","4.819786e-05","1.606595e-05","182.465328",2.643994e-31,9.75671025352113e-31
"325","DSG1",0.00147478753505061,0.00115932325724508,1.27211071272319,"Plasma",0.347224234888019,"no",NA,"no","method1","7.453428e-06","2.484476e-06","95.149394",1.503548e-23,5.05037917948718e-23
"326","TIMP2",0.00166703245936655,0.00137879642618536,1.20904901384074,"Plasma",0.273872731428759,"no",NA,"no","method1","2.726986e-05","9.089953e-06","217.9833107",1.560202e-33,6.2249683857868e-33
"327","CD8A",0.00654105259831294,0.00545915466113008,1.19818048843461,"Plasma",0.260845245486136,"no",NA,"no","method1","3.387216e-04","1.129072e-04","82.956831",5.106763e-22,1.6724648825e-21
"328","L1CAM",0.00323255977689307,0.00280716842571103,1.15153752346523,"Plasma",0.203561422885156,"no",NA,"no","method1","5.478294e-05","1.826098e-05","210.684481",4.197434e-33,1.65788096683417e-32
"329","IGF2",0.00152544180480856,0.00132918851585465,1.14764895017748,"Plasma",0.198681409183155,"no",NA,"no","method1","9.259504e-06","3.086501e-06","74.62978395",7.242358e-21,2.34258987160494e-20
"330","CXCR2",0.00243145485473777,0.00216009452437432,1.1256242850956,"Plasma",0.170725359850055,"no",NA,"no","method1","5.400498e-05","1.800166e-05","132.691875",2.021569e-27,7.03076652212389e-27
"331","FOLH1",0.00251881788921108,0.00226140605139281,1.11382822543511,"Plasma",0.155526757434501,"no",NA,"no","method1","2.948130e-05","9.827099e-06","102.530921",2.11832e-24,7.20779012987013e-24
"332","TNFRSF9",0.0133186384761456,0.0127625383943143,1.04357284300739,"Plasma",0.061531306370012,"no",NA,"no","method1","4.442767e-03","1.480922e-03","1291.1111507",3.613316e-57,6.45469630909091e-56
"333","ULBP1",0.00142770518823217,0.00139131943963486,1.02615197312765,"Plasma",0.0372444099325704,"no",NA,"no","method1","1.136330e-05","3.787768e-06","73.193633",1.17092e-20,3.75650253061224e-20
"334","VCAM1",0.00354909203130931,0.00348865696083318,1.01732330554555,"Plasma",0.0247782408310351,"no",NA,"no","method1","9.814952e-05","3.271651e-05","246.873057",4.087935e-35,1.68226016230366e-34
